Player,Year,t Value,Win Rate,Weight,g(v)
Koubek S.,2000,0.02343534601599118,0.4415954415954416,7.857260175675871e-05,3.469730277007864e-05
Meligeni F.,2002,0.11176857330703485,0.14285714285714285,0.00021355501091950901,3.0507858702787002e-05
Kucera K.,2000,0.06784279977051062,0.5060240963855421,7.857260175675871e-05,3.975962980462489e-05
Lapentti N.,2000,0.03942160367722165,0.4943820224719101,7.857260175675871e-05,3.884488176738633e-05
Safin M.,2000,0.03470004315925766,0.6304761904761905,7.857260175675871e-05,4.953815463140407e-05
Martin T.,2002,0.07922141119221411,0.14285714285714285,0.00021355501091950901,3.0507858702787002e-05
Medvedev A.,2000,0.42080654587960264,0.4915254237288136,7.857260175675871e-05,3.862043137196615e-05
Agassi A.,2002,0.03709776120264637,0.0,0.00021355501091950901,0.0
Alami K.,2000,0.5348232848232849,0.35135135135135137,7.857260175675871e-05,2.760658980642874e-05
Alonso J.,2000,1.0,0.3333333333333333,7.857260175675871e-05,2.6190867252252903e-05
Black W.,2000,0.2661122661122661,0.35135135135135137,7.857260175675871e-05,2.760658980642874e-05
Rodriguez M.,2000,0.8,0.3333333333333333,7.857260175675871e-05,2.6190867252252903e-05
Parmar A.,2000,0.09259259259259259,0.3333333333333333,7.857260175675871e-05,2.6190867252252903e-05
Courier J.,2000,1.0,0.4444444444444444,7.857260175675871e-05,3.492115633633721e-05
Ferreira W.,2000,0.09974424552429667,0.5637254901960784,7.857260175675871e-05,4.429337844131006e-05
Motomura G.,2006,0.05263157894736842,0.0,0.0015759217203857804,0.0
Saulnier C.,2004,0.10587387964148526,0.25,0.0005802998647124094,0.00014507496617810234
Karbacher B.,2000,0.0,0.0,7.857260175675871e-05,0.0
Hill M.,2000,1.0,0.3333333333333333,7.857260175675871e-05,2.6190867252252903e-05
Kulti N.,2000,0.0,0.0,7.857260175675871e-05,0.0
Canas G.,2001,0.046313174275259585,0.3870967741935484,0.0001295380301770818,5.014375361693489e-05
Cadart R.,2003,0.5,0.375,0.0003520462303391847,0.00013201733637719425
Krajicek R.,2000,0.31857279388340237,0.589041095890411,7.857260175675871e-05,4.628249144576198e-05
Llodra M.,2010,0.01796683046683047,0.6037735849056604,0.011533950294496319,0.00696389451743174
Mamiit C.,2001,0.10494752623688157,0.14285714285714285,0.0001295380301770818,1.8505432882440258e-05
Hipfl M.,2001,0.14457831325301204,0.5147058823529411,0.0001295380301770818,6.667398612055681e-05
Philippoussis M.,2000,0.08671369782480892,0.5833333333333334,7.857260175675871e-05,4.5834017691442585e-05
Okun N.,2002,0.14426229508196722,0.0,0.00021355501091950901,0.0
Portas A.,2001,0.09852216748768473,0.0,0.0001295380301770818,0.0
O'Brien A.,2000,0.7272727272727273,0.2727272727272727,7.857260175675871e-05,2.142889138820692e-05
Pretzsch A.,2000,0.1111111111111111,0.2857142857142857,7.857260175675871e-05,2.2449314787645347e-05
Sampras P.,2000,0.14896469536719797,0.7153284671532847,7.857260175675871e-05,5.6205218774907696e-05
Blanco G.,2001,0.1031446540880503,0.0,0.0001295380301770818,0.0
Sluiter R.,2003,0.051891891891891896,0.3153153153153153,0.0003520462303391847,0.00011100556812496814
Gaudenzi A.,2001,0.1520183955033214,0.0,0.0001295380301770818,0.0
Sirianni J.,2008,0.5333333333333333,0.0,0.004272777940624069,0.0
Srichaphan P.,2003,0.038830932273555226,0.2,0.0003520462303391847,7.040924606783695e-05
Stafford G.,2000,1.0,0.5,7.857260175675871e-05,3.928630087837936e-05
Lareau S.,2001,0.25641025641025644,0.5147058823529411,0.0001295380301770818,6.667398612055681e-05
Wessels P.,2001,0.13847837985769018,0.0,0.0001295380301770818,0.0
Gumy H.,2000,0.8484848484848485,0.36666666666666664,7.857260175675871e-05,2.880995397747819e-05
Gross O.,2002,0.3636363636363636,0.0,0.00021355501091950901,0.0
Alvarez E.,2000,0.5092592592592593,0.3333333333333333,7.857260175675871e-05,2.6190867252252903e-05
Prinosil D.,2000,0.3595698924731183,0.41333333333333333,7.857260175675871e-05,3.2476675392793605e-05
Pavel A.,2002,0.03369450317124736,0.0,0.00021355501091950901,0.0
di Pasquale A.,2000,0.19047619047619047,0.32142857142857145,7.857260175675871e-05,2.525547913610102e-05
Guardiola T.,2000,1.0,0.2222222222222222,7.857260175675871e-05,1.7460578168168603e-05
Raoux G.,2000,0.0,0.0,7.857260175675871e-05,0.0
Roux L.,2000,0.4375,0.3333333333333333,7.857260175675871e-05,2.6190867252252903e-05
King P.,2006,0.2222222222222222,0.0,0.0015759217203857804,0.0
Taino E.,2003,0.21153846153846154,0.38095238095238093,0.0003520462303391847,0.00013411284965302272
Salzenstein J.,2004,0.1375921375921376,0.4823008849557522,0.0005802998647124094,0.0002798791382904983
Gimelstob J.,2006,0.05750224618149146,0.0,0.0015759217203857804,0.0
Blake J.,2006,0.021888460727777805,0.3333333333333333,0.0015759217203857804,0.0005253072401285935
Larsson M.,2000,0.12224108658743632,0.543859649122807,7.857260175675871e-05,4.2732467622096844e-05
Liukko V.,2000,1.0,0.5,7.857260175675871e-05,3.928630087837936e-05
Malisse X.,2001,0.014558200718685832,0.0,0.0001295380301770818,0.0
Humphries S.,2000,0.0,0.0,7.857260175675871e-05,0.0
Massu N.,2006,0.022122052704576976,0.0,0.0015759217203857804,0.0
Levy H.,2001,0.12709030100334448,0.25,0.0001295380301770818,3.238450754427045e-05
MacPhie B.,2000,1.0,0.5,7.857260175675871e-05,3.928630087837936e-05
Jensen L.,2000,0.0,0.0,7.857260175675871e-05,0.0
Etlis G.,2003,0.15673981191222572,0.38095238095238093,0.0003520462303391847,0.00013411284965302272
Knowles M.,2000,0.0,0.0,7.857260175675871e-05,0.0
Reneberg R.,2000,1.0,0.5,7.857260175675871e-05,3.928630087837936e-05
Sa A.,2002,0.16101694915254236,0.0,0.00021355501091950901,0.0
Bryan B.,2001,0.11538461538461539,0.0,0.0001295380301770818,0.0
Dewulf F.,2000,1.0,0.25,7.857260175675871e-05,1.964315043918968e-05
Rusedski G.,2001,0.05552413273001508,0.0,0.0001295380301770818,0.0
Chela J.I.,2002,0.01809954751131222,0.0,0.00021355501091950901,0.0
Hernandez A.,2022,0.09999999999999999,0.5161290322580645,0.858279112535717,0.44298276776037004
Ulihrach B.,2001,0.14767932489451474,0.25,0.0001295380301770818,3.238450754427045e-05
Bruguera S.,2000,0.24676616915422886,0.44776119402985076,7.857260175675871e-05,3.518176198063823e-05
Viloca J.A.,2001,0.3888888888888889,0.5,0.0001295380301770818,6.47690150885409e-05
Pless K.,2002,0.10862068965517241,0.14285714285714285,0.00021355501091950901,3.0507858702787002e-05
Bryan M.,2001,0.13333333333333333,0.3333333333333333,0.0001295380301770818,4.31793433923606e-05
Calatrava A.,2001,0.1451378809869376,0.0,0.0001295380301770818,0.0
Stark J.,2000,0.0,0.0,7.857260175675871e-05,0.0
Rafter P.,2001,0.3170394918530793,0.0,0.0001295380301770818,0.0
Szymanski J.,2000,0.0,0.0,7.857260175675871e-05,0.0
Roddick A.,2003,0.014474359705664252,0.25925925925925924,0.0003520462303391847,9.127124490275158e-05
Kratochvil M.,2001,0.12077294685990339,0.0,0.0001295380301770818,0.0
Gonzalez F.,2005,0.018738170347003157,0.0,0.0009564097625028942,0.0
Calleri A.,2003,0.02527128608616807,0.0,0.0003520462303391847,0.0
Garcia A.,2004,0.3125,0.0,0.0005802998647124094,0.0
Hood M.,2000,0.8,0.4,7.857260175675871e-05,3.142904070270349e-05
Rios M.,2002,0.08979591836734695,0.0,0.00021355501091950901,0.0
Gonzalez P.,2000,0.0,0.0,7.857260175675871e-05,0.0
Hadad M.,2001,0.75,0.0,0.0001295380301770818,0.0
Prieto S.,2000,0.5,0.16666666666666666,7.857260175675871e-05,1.3095433626126452e-05
Cortes J.,2000,0.0,0.0,7.857260175675871e-05,0.0
Ondruska M.,2001,0.375,0.0,0.0001295380301770818,0.0
Moya C.,2002,0.023401430030643516,0.0,0.00021355501091950901,0.0
Dent T.,2005,0.041551549634816866,0.3684210526315789,0.0009564097625028942,0.0003523614914484347
Nalbandian D.,2005,0.012966747983560801,0.0,0.0009564097625028942,0.0
Ruud C.,2021,0.03276283618581907,0.0,0.7674558420651703,0.0
Fish M.,2011,0.018147996914840526,0.15384615384615385,0.018881690627152965,0.0029048754811004563
Kim K.,2005,0.15833333333333333,0.0,0.0009564097625028942,0.0
Harper-Griffith L.,2000,0.0,0.0,7.857260175675871e-05,0.0
Russell M.,2010,0.02350722815839095,0.3645833333333333,0.011533950294496319,0.0042050860448684495
Browne F.,2003,0.21885521885521883,0.0,0.0003520462303391847,0.0
Stoliarov A.,2001,0.28,0.0,0.0001295380301770818,0.0
El Aarej M.,2002,0.2857142857142857,0.6143790849673203,0.00021355501091950901,0.00013120373219891403
Tahiri M.,2006,0.2857142857142857,0.0,0.0015759217203857804,0.0
Youzhny M.,2007,0.008141953183769193,0.42356687898089174,0.002595727814782113,0.0010994643291911497
Willems R.,2000,1.0,0.5,7.857260175675871e-05,3.928630087837936e-05
Wiltschnig H.,2000,0.75,0.25,7.857260175675871e-05,1.964315043918968e-05
Coutelot N.,2002,0.4516129032258064,0.2714285714285714,0.00021355501091950901,5.79649315352953e-05
Mota B.,2003,0.6666666666666666,0.0,0.0003520462303391847,0.0
Marques N.,2000,0.0,0.0,7.857260175675871e-05,0.0
Burrieza O.,2000,0.8,0.2,7.857260175675871e-05,1.5714520351351745e-05
Lopez F.,2014,0.0051142028460074325,0.0,0.07963493641622292,0.0
Robredo T.,2007,0.00828650888245644,0.42356687898089174,0.002595727814782113,0.0010994643291911497
Navarro S.,2000,0.2,0.4,7.857260175675871e-05,3.142904070270349e-05
Puentes G.,2001,0.7196969696969697,0.0,0.0001295380301770818,0.0
Garcia M.,2000,0.0,0.0,7.857260175675871e-05,0.0
Coria G.,2003,0.0691811608364276,0.2,0.0003520462303391847,7.040924606783695e-05
Goellner M.K.,2000,0.2888888888888889,0.36,7.857260175675871e-05,2.8286136632433137e-05
Fahlke A.,2000,0.0,0.0,7.857260175675871e-05,0.0
Delgado R.,2002,0.09310344827586207,0.0,0.00021355501091950901,0.0
Armando H.,2001,0.07155635062611806,0.0,0.0001295380301770818,0.0
Sabau R.,2005,0.16483516483516486,0.125,0.0009564097625028942,0.00011955122031286178
Furlan R.,2000,0.24705882352941175,0.29411764705882354,7.857260175675871e-05,2.3109588751987858e-05
Kohlmann M.,2002,0.24444444444444446,0.14285714285714285,0.00021355501091950901,3.0507858702787002e-05
Melzer J.,2010,0.01738528691578835,0.3645833333333333,0.011533950294496319,0.0042050860448684495
Giner J.,2002,0.6,0.35294117647058826,0.00021355501091950901,7.537235679512083e-05
Charpentier M.,2000,0.5,0.125,7.857260175675871e-05,9.82157521959484e-06
Eschauer W.,2007,0.15428571428571428,0.0,0.002595727814782113,0.0
Mahut N.,2007,0.013148688046647232,0.3333333333333333,0.002595727814782113,0.0008652426049273709
Serrano O.,2001,0.75,0.0,0.0001295380301770818,0.0
Prodon E.,2003,0.15,0.38095238095238093,0.0003520462303391847,0.00013411284965302272
Savolt A.,2002,0.2571756601607348,0.3291139240506329,0.00021355501091950901,7.028392764439537e-05
Phau B.,2006,0.04266981197530008,0.0,0.0015759217203857804,0.0
Trifu G.,2001,0.6666666666666666,0.4067796610169492,0.0001295380301770818,5.2693436004236674e-05
Witt A.,2000,0.0,0.0,7.857260175675871e-05,0.0
Cowan B.,2000,0.375,0.3125,7.857260175675871e-05,2.45539380489871e-05
Nestor D.,2000,0.2391304347826087,0.34782608695652173,7.857260175675871e-05,2.732960061104651e-05
Lee M.,2001,0.26666666666666666,0.4371584699453552,0.0001295380301770818,5.662864707194833e-05
Wheaton D.,2000,1.0,0.25,7.857260175675871e-05,1.964315043918968e-05
Landsberg J.,2000,0.0,0.0,7.857260175675871e-05,0.0
Palmer J.,2000,1.0,0.5,7.857260175675871e-05,3.928630087837936e-05
Braasch K.,2000,1.0,0.6666666666666666,7.857260175675871e-05,5.238173450450581e-05
Boruszewski J.,2000,0.0,0.0,7.857260175675871e-05,0.0
Wassen R.,2001,0.1875,0.35135135135135137,0.0001295380301770818,4.551336195410983e-05
van Scheppingen D.,2004,0.23255813953488372,0.5,0.0005802998647124094,0.0002901499323562047
Gaudi I.,2000,0.0,0.0,7.857260175675871e-05,0.0
Bower J.,2000,0.6666666666666666,0.3333333333333333,7.857260175675871e-05,2.6190867252252903e-05
Godwin N.,2001,0.2222222222222222,0.0,0.0001295380301770818,0.0
Bhupathi M.,2000,0.0,0.0,7.857260175675871e-05,0.0
MacLagan M.,2000,0.0,0.0,7.857260175675871e-05,0.0
Rochus O.,2005,0.021321070234113712,0.3684210526315789,0.0009564097625028942,0.0003523614914484347
Voltchkov V.,2001,0.1129903688043223,0.25,0.0001295380301770818,3.238450754427045e-05
Timfjord N.,2000,0.0,0.0,7.857260175675871e-05,0.0
Fleischfresser T.,2000,0.0,0.0,7.857260175675871e-05,0.0
Arnold L.,2000,0.0,0.0,7.857260175675871e-05,0.0
Thomann N.,2003,0.10714285714285714,0.6083995459704881,0.0003520462303391847,0.00021418476669898183
Thomas J.,2000,0.0,0.0,7.857260175675871e-05,0.0
Morrison J.,2004,0.12426470588235294,0.5,0.0005802998647124094,0.0002901499323562047
Verkerk M.,2003,0.17488076311605724,0.2,0.0003520462303391847,7.040924606783695e-05
Davydenko N.,2006,0.01588643377643799,0.0,0.0015759217203857804,0.0
Tiilikainen K.,2000,0.0,0.0,7.857260175675871e-05,0.0
Kempes E.,2001,0.5,0.0,0.0001295380301770818,0.0
Filippini M.,2000,0.0,0.0,7.857260175675871e-05,0.0
Roitman S.,2007,0.17810371922472498,0.3761904761904762,0.002595727814782113,0.0009764880827037471
Elsner D.,2000,0.15517241379310345,0.27586206896551724,7.857260175675871e-05,2.1675200484623093e-05
Hernych J.,2005,0.05203064026593438,0.0,0.0009564097625028942,0.0
Miketa D.,2000,0.0,0.0,7.857260175675871e-05,0.0
Carretero R.,2000,0.75,0.5,7.857260175675871e-05,3.928630087837936e-05
Peschek D.,2000,0.0,0.0,7.857260175675871e-05,0.0
Zovko L.,2008,0.5,0.0,0.004272777940624069,0.0
Martelli M.,2001,0.3,0.25,0.0001295380301770818,3.238450754427045e-05
Vajda I.,2000,0.0,0.0,7.857260175675871e-05,0.0
Kralert P.,2000,0.75,0.25,7.857260175675871e-05,1.964315043918968e-05
Sanchez D.,2003,0.06362779423646647,0.2,0.0003520462303391847,7.040924606783695e-05
Schranz W.,2000,1.0,0.5,7.857260175675871e-05,3.928630087837936e-05
Moretti H.,2000,0.0,0.0,7.857260175675871e-05,0.0
Trimmel C.,2000,0.0,0.0,7.857260175675871e-05,0.0
Vasek R.,2000,0.0,0.0,7.857260175675871e-05,0.0
Fasching A.,2000,0.0,0.0,7.857260175675871e-05,0.0
Luzzi F.,2001,0.19767441860465115,0.0,0.0001295380301770818,0.0
Cabello F.,2000,0.0,0.0,7.857260175675871e-05,0.0
Mathieu P.H.,2007,0.020278833967046894,0.3333333333333333,0.002595727814782113,0.0008652426049273709
Cobolli S.,2000,0.0,0.0,7.857260175675871e-05,0.0
Nargiso D.,2000,1.0,0.8,7.857260175675871e-05,6.285808140540698e-05
Malcor O.,2000,0.0,0.0,7.857260175675871e-05,0.0
Tramacchi P.,2000,0.0,0.0,7.857260175675871e-05,0.0
Larose S.,2003,0.25,0.0,0.0003520462303391847,0.0
Niemeyer F.,2004,0.125,0.5594149908592322,0.0005802998647124094,0.00032462844351370616
Mor L.,2000,0.0,0.0,7.857260175675871e-05,0.0
Washington M.,2002,0.4,0.125,0.00021355501091950901,2.6694376364938627e-05
Capalik K.,2001,0.41666666666666663,0.3,0.0001295380301770818,3.886140905312454e-05
Caldwell D.,2000,0.0,0.0,7.857260175675871e-05,0.0
Harsanyi P.,2000,0.0,0.0,7.857260175675871e-05,0.0
Kim A.,2002,0.282258064516129,0.14285714285714285,0.00021355501091950901,3.0507858702787002e-05
Kauffmann C.,2000,0.0,0.0,7.857260175675871e-05,0.0
Lee H.T.,2007,0.03157139440325281,0.42356687898089174,0.002595727814782113,0.0010994643291911497
Simoni A.,2001,0.4689655172413793,0.25,0.0001295380301770818,3.238450754427045e-05
Moldovan I.,2003,0.3333333333333333,0.505938242280285,0.0003520462303391847,0.00017811365097920748
Herm-Zahlava J.,2000,0.0,0.0,7.857260175675871e-05,0.0
Pescariu D.,2000,0.6666666666666666,0.3333333333333333,7.857260175675871e-05,2.6190867252252903e-05
Erlich J.,2002,0.2222222222222222,0.2857142857142857,0.00021355501091950901,6.1015717405574004e-05
Kutsenko V.,2001,0.09999999999999999,0.0,0.0001295380301770818,0.0
Tarallo S.,2000,1.0,0.5,7.857260175675871e-05,3.928630087837936e-05
Tong M.,2000,0.0,0.0,7.857260175675871e-05,0.0
Galimberti G.,2003,0.33,0.375,0.0003520462303391847,0.00013201733637719425
Flygt K.,2000,0.75,0.5,7.857260175675871e-05,3.928630087837936e-05
Friedl L.,2000,0.6,0.2,7.857260175675871e-05,1.5714520351351745e-05
Iwabuchi S.,2006,0.2564102564102564,0.0,0.0015759217203857804,0.0
Suzuki T.,2003,0.042042042042042045,0.25,0.0003520462303391847,8.801155758479617e-05
Onoda M.,2000,0.0,0.0,7.857260175675871e-05,0.0
Miyao J.,2000,0.0,0.0,7.857260175675871e-05,0.0
Yoon Y.,2000,0.2857142857142857,0.42857142857142855,7.857260175675871e-05,3.367397218146802e-05
Mlynarik Z.,2000,0.0,0.0,7.857260175675871e-05,0.0
Zhu B.Q.,2004,0.6,0.0,0.0005802998647124094,0.0
Zhang Y.,2000,0.0,0.0,7.857260175675871e-05,0.0
Golovanov D.,2000,0.0,0.0,7.857260175675871e-05,0.0
Bachelot J.F,2002,0.5,0.0,0.00021355501091950901,0.0
